,adapt,avg_rate,first_isi,isi_cv,latency,mean_isi,median_isi,peak_deflect,sag,stim_amp,v_baseline,cell_id,norm_stim_amp
0,,0.0,,,,,,"(-94.48086, 2067)",0.08939825743436813,-400.0,-66.80378723144531,19129047.abf,-2.0
1,,0.0,,,,,,"(-91.53591, 2077)",0.08361096680164337,-350.0,-66.85369110107422,19129047.abf,-1.75
2,,0.0,,,,,,"(-88.3926, 2125)",0.08274725824594498,-299.0,-66.72431945800781,19129047.abf,-1.495
3,,0.0,,,,,,"(-85.29507, 2107)",0.06986862421035767,-250.0,-66.89503479003906,19129047.abf,-1.25
4,,0.0,,,,,,"(-82.167015, 2244)",0.061086468398571014,-199.0,-66.8686294555664,19129047.abf,-0.995
5,,0.0,,,,,,"(-78.81008, 2153)",0.07097582519054413,-150.0,-66.88642883300781,19129047.abf,-0.75
6,,0.0,,,,,,"(-75.27004, 2328)",0.03997655585408211,-100.0,-66.88224792480469,19129047.abf,-0.5
7,,0.0,,,,,,"(-71.56216, 2598)",0.02397858537733555,-49.0,-66.96788024902344,19129047.abf,-0.245
8,,0.0,,,,,,"(-66.64883, 2101)",-0.5399717092514038,-0.0,-66.92823791503906,19129047.abf,-0.0
9,,0.0,,,,,,"(-61.247215, 4508)",-4.126151084899902,51.0,-66.99114227294922,19129047.abf,0.255
10,,0.0,,,,,,"(-55.082664, 3586)",-4.792885780334473,100.0,-67.03904724121094,19129047.abf,0.5
11,,0.0,,,,,,"(-42.0364, 6894)",-7.2312798500061035,151.0,-67.05543518066406,19129047.abf,0.755
12,0.11724190905863924,10.030090270812437,0.05210000000000001,0.2855407261732737,0.049100000000000005,0.10316,0.11300000000000004,"(54.71958, 2326)",-6.216446399688721,200.0,-67.05924987792969,19129047.abf,1.0
13,0.08652954563375502,13.373453694416582,0.030200000000000005,0.2948247997024688,0.028100000000000014,0.06717142857142858,0.07200000000000001,"(55.055275, 2117)",-5.217918872833252,250.0,-67.19315338134766,19129047.abf,1.25
14,0.07976475584706813,16.716817118020728,0.022300000000000014,0.32504259856844014,0.018699999999999994,0.055799999999999995,0.057999999999999996,"(55.192604, 2023)",-4.387332916259766,300.0,-67.06727600097656,19129047.abf,1.5
15,0.07212376652820282,20.060180541624874,0.018199999999999994,0.3464117604743908,0.013800000000000007,0.05036363636363637,0.0519,"(55.37571, 1974)",-5.094996929168701,350.0,-67.13426208496094,19129047.abf,1.75
16,0.06799701344707007,21.731862253426947,0.01580000000000001,0.34926688819465124,0.011099999999999999,0.04623333333333333,0.04820000000000002,"(55.574074, 1947)",-4.3218584060668945,401.0,-67.29463195800781,19129047.abf,2.005
0,,0.0,,,,,,"(-107.897705, 2087)",0.10588143020868301,-399.0,-66.68016815185547,19129040.abf,-2.66
1,,0.0,,,,,,"(-103.59473, 2094)",0.09906827658414841,-351.0,-66.5744400024414,19129040.abf,-2.34
2,,0.0,,,,,,"(-99.1239, 2090)",0.09645111113786697,-300.0,-66.47704315185547,19129040.abf,-2.0
3,,0.0,,,,,,"(-94.59204, 2102)",0.0894673615694046,-251.0,-66.32569122314453,19129040.abf,-1.6733333333333333
4,,0.0,,,,,,"(-90.258545, 2210)",0.08609695732593536,-199.0,-66.24874877929688,19129040.abf,-1.3266666666666667
5,,0.0,,,,,,"(-84.99426, 2203)",0.07431668043136597,-150.0,-66.2459716796875,19129040.abf,-1.0
6,,0.0,,,,,,"(-79.74524, 2665)",0.06873231381177902,-100.0,-65.85586547851562,19129040.abf,-0.6666666666666666
7,,0.0,,,,,,"(-73.748535, 2379)",0.04132053628563881,-49.0,-66.39462280273438,19129040.abf,-0.32666666666666666
8,,0.0,,,,,,"(-65.32568, 4671)",4.152845859527588,-0.0,-66.56006622314453,19129040.abf,-0.0
9,,0.0,,,,,,"(-57.17749, 3428)",-9.631338119506836,50.0,-66.66653442382812,19129040.abf,0.3333333333333333
10,,0.0,,,,,,"(-44.97046, 3832)",-12.096613883972168,100.0,-66.6319580078125,19129040.abf,0.6666666666666666
11,0.12937114908781752,8.341675008341674,0.07229999999999998,0.2682495371832184,0.0466,0.124675,0.13375000000000004,"(44.064575, 2292)",-10.747228622436523,150.0,-66.32162475585938,19129040.abf,1.0
12,0.1050232118067864,13.34668001334668,0.033,0.37479640563319455,0.026999999999999996,0.07878571428571428,0.08910000000000001,"(45.041138, 2096)",-13.06630802154541,200.0,-66.83331298828125,19129040.abf,1.3333333333333333
13,0.10200873840309421,15.015015015015013,0.02309999999999998,0.43383283730969374,0.01880000000000001,0.063425,0.0675,"(45.697266, 2014)",-7.626560688018799,251.0,-66.7379150390625,19129040.abf,1.6733333333333333
14,0.11190180732134791,16.68335001668335,0.0189,0.5235035580884899,0.013399999999999995,0.05950000000000001,0.05509999999999998,"(47.14685, 1962)",-6.494175434112549,300.0,-66.84765625,19129040.abf,2.0
15,0.09564010345324862,16.68335001668335,0.0179,0.42385138350281815,0.011099999999999999,0.05923333333333333,0.0695,"(47.68091, 1939)",-6.084552764892578,351.0,-66.96509552001953,19129040.abf,2.34
16,-0.020868072032928047,13.34668001334668,0.13700000000000004,0.3466516312252423,0.02529999999999999,0.08017142857142857,0.07630000000000003,"(49.19153, 1920)",-8.650235176086426,400.0,-67.08798217773438,19129040.abf,2.6666666666666665
0,,0.0,,,,,,"(-113.64128, 2064)",0.1038145199418068,-399.0,-66.94149780273438,19129057.abf,-3.99
1,,0.0,,,,,,"(-108.804245, 2110)",0.09654637426137924,-350.0,-67.4128646850586,19129057.abf,-3.5
2,,0.0,,,,,,"(-103.73833, 2121)",0.09280303120613098,-300.0,-67.4737777709961,19129057.abf,-3.0
3,,0.0,,,,,,"(-98.65715, 2118)",0.0844024196267128,-250.0,-67.65331268310547,19129057.abf,-2.5
4,,0.0,,,,,,"(-93.40813, 2208)",0.07031018286943436,-199.0,-67.59468841552734,19129057.abf,-1.99
5,,0.0,,,,,,"(-88.18962, 2260)",0.062823586165905,-150.0,-67.70613861083984,19129057.abf,-1.5
6,,0.0,,,,,,"(-82.208176, 2333)",0.049285296350717545,-100.0,-67.85147094726562,19129057.abf,-1.0
7,,0.0,,,,,,"(-75.95207, 3551)",0.057943858206272125,-49.0,-67.95454406738281,19129057.abf,-0.49
8,,0.0,,,,,,"(-67.74284, 5964)",-3.788069009780884,-0.0,-68.26659393310547,19129057.abf,-0.0
9,,0.0,,,,,,"(-57.839893, 3832)",-10.19466495513916,51.0,-68.1847152709961,19129057.abf,0.51
10,,3.3338889814969157,0.404,0.0,0.1278,0.404,0.404,"(28.158642, 7150)",-10.247109413146973,100.0,-68.30730438232422,19129057.abf,1.0
11,0.09198167957107677,10.001666944490747,0.05700000000000002,0.24770174799675554,0.04039999999999999,0.09216000000000002,0.09860000000000002,"(29.272533, 4551)",-9.740816116333008,150.0,-68.3370590209961,19129057.abf,1.5
12,0.072051114180041,15.00250041673612,0.03409999999999999,0.26864718476489347,0.023900000000000005,0.07065,0.07324999999999998,"(30.996777, 5042)",-11.46912956237793,200.0,-68.2411117553711,19129057.abf,2.0
13,0.06947685441791066,16.66944490748458,0.026300000000000018,0.29464776925444724,0.015999999999999986,0.05886666666666667,0.06209999999999999,"(32.186962, 5712)",-7.067384243011475,250.0,-68.4051742553711,19129057.abf,2.5
14,0.07307418992312786,18.336389398233035,0.020600000000000007,0.32574773901098425,0.012399999999999994,0.05457000000000001,0.05885000000000001,"(34.35371, 1956)",-6.242264270782471,300.0,-68.4924545288086,19129057.abf,3.0
15,0.008797786571869085,16.66944490748458,0.062100000000000016,0.12706572539749453,0.029299999999999993,0.06027777777777779,0.062100000000000016,"(37.313915, 1935)",-8.100899696350098,351.0,-68.52290344238281,19129057.abf,3.51
16,-0.0919595558990337,11.668611435239205,0.2041,0.6093827824632837,0.024499999999999994,0.08651666666666669,0.06265000000000001,"(39.87739, 1918)",-5.714084625244141,400.0,-68.52658081054688,19129057.abf,4.0
0,,0.0,,,,,,"(-102.814064, 2272)",0.16381007432937622,-399.0,-64.22349548339844,19320030.abf,-3.99
1,,0.0,,,,,,"(-99.70127, 2328)",0.17085570096969604,-350.0,-64.28419494628906,19320030.abf,-3.5
2,,0.0,,,,,,"(-96.29856, 2398)",0.167583629488945,-300.0,-64.25337219238281,19320030.abf,-3.0
3,,0.0,,,,,,"(-92.66697, 2463)",0.1746416687965393,-250.0,-63.196205139160156,19320030.abf,-2.5
4,,0.0,,,,,,"(-88.60813, 2675)",0.19598998129367828,-200.0,-64.35099792480469,19320030.abf,-2.0
5,,0.0,,,,,,"(-84.04575, 2751)",0.19116689264774323,-151.0,-64.43638610839844,19320030.abf,-1.51
6,,0.0,,,,,,"(-79.30027, 2992)",0.2065555602312088,-99.0,-60.80918502807617,19320030.abf,-0.99
7,,0.0,,,,,,"(-72.54063, 3296)",0.42916974425315857,-49.0,-64.63713073730469,19320030.abf,-0.49
8,,0.0,,,,,,"(-65.43003, 6779)",0.6387313604354858,-1.0,-64.25520324707031,19320030.abf,-0.01
9,,0.0,,,,,,"(-56.0001, 7483)",-19.934600830078125,51.0,-65.58128356933594,19320030.abf,0.51
10,,1.6669444907484579,,,0.1393,,,"(51.60488, 3215)",-14.377406120300293,100.0,-66.60121154785156,19320030.abf,1.0
11,0.9130657120940935,5.000833472245374,0.017000000000000015,0.9130657120940935,0.05710000000000001,0.19555,0.19555,"(52.12368, 2392)",-14.067262649536133,150.0,-66.59446716308594,19320030.abf,1.5
12,0.24828088887073133,10.001666944490747,0.016000000000000014,0.5653018282488834,0.033299999999999996,0.09748000000000001,0.11359999999999998,"(52.688255, 2155)",-11.077427864074707,201.0,-66.01798248291016,19320030.abf,2.01
13,0.15458951152317071,13.335555925987663,0.013300000000000006,0.4791576437257207,0.023400000000000004,0.06985714285714287,0.08560000000000001,"(52.962914, 2056)",-10.188365936279297,250.0,-66.0874252319336,19320030.abf,2.5
14,0.1111523382430517,16.66944490748458,0.01319999999999999,0.4298456152493257,0.018600000000000005,0.0572,0.06430000000000002,"(53.52749, 2008)",-8.546628952026367,300.0,-65.61054992675781,19320030.abf,3.0
15,0.08658855471553453,20.003333888981494,0.011900000000000022,0.38925850256376127,0.014499999999999985,0.05,0.05529999999999996,"(53.87844, 1967)",-6.164157390594482,350.0,-65.87610626220703,19320030.abf,3.5
16,0.08220102469670008,21.67027837972995,0.010899999999999993,0.39776637078027033,0.012500000000000011,0.046283333333333336,0.0532,"(54.168358, 1947)",-7.318795204162598,400.0,-65.56703186035156,19320030.abf,4.0
0,,0.0,,,,,,"(-100.53042, 2096)",0.11307605355978012,-400.0,-57.13747024536133,19320041.abf,-4.0
1,,0.0,,,,,,"(-96.85305, 2132)",0.12086807936429977,-350.0,-57.39174270629883,19320041.abf,-3.5
2,,0.0,,,,,,"(-93.80129, 2168)",0.1190561056137085,-300.0,-57.7825813293457,19320041.abf,-3.0
3,,0.0,,,,,,"(-89.95608, 2268)",0.11999545991420746,-249.0,-57.9456672668457,19320041.abf,-2.49
4,,0.0,,,,,,"(-85.073265, 2421)",0.12972070276737213,-200.0,-58.15428161621094,19320041.abf,-2.0
5,,0.0,,,,,,"(-80.14468, 2440)",0.14731138944625854,-150.0,-58.54851150512695,19320041.abf,-1.5
6,,0.0,,,,,,"(-74.27004, 2496)",0.15617768466472626,-100.0,-58.71342849731445,19320041.abf,-1.0
7,,0.0,,,,,,"(-67.434105, 2714)",0.17034299671649933,-49.0,-58.9959602355957,19320041.abf,-0.49
8,,0.0,,,,,,"(-58.67556, 7564)",1.5923573970794678,0.0,-59.04619216918945,19320041.abf,0.0
9,,0.0,,,,,,"(-48.696312, 2938)",-8.89006519317627,51.0,-59.4068489074707,19320041.abf,0.51
10,0.9110483586304271,5.001667222407469,0.0126,0.9110483586304271,0.046500000000000014,0.14165000000000003,0.14165000000000003,"(26.956762, 5124)",-9.922354698181152,100.0,-59.77150344848633,19320041.abf,1.0
11,0.1959074781851291,13.337779259753251,0.009599999999999997,0.5556381184894361,0.022999999999999993,0.07374285714285714,0.09060000000000001,"(29.13877, 2940)",-7.631082534790039,151.0,-60.133079528808594,19320041.abf,1.51
12,0.09946866105682248,20.006668889629875,0.008500000000000008,0.43977096047380704,0.015199999999999991,0.050072727272727276,0.05879999999999996,"(31.030859, 2512)",-7.370616436004639,200.0,-60.47789001464844,19320041.abf,2.0
13,0.08345339726834078,23.34111370456819,0.008000000000000007,0.4497620204854483,0.011099999999999999,0.04156153846153846,0.04980000000000001,"(33.121315, 7341)",-5.856520175933838,250.0,-60.67531204223633,19320041.abf,2.5
14,0.06223948909942302,25.008336112037345,0.007900000000000018,0.34783376718137377,0.008899999999999991,0.03900714285714286,0.0441,"(35.07444, 6401)",-5.429065704345703,300.0,-61.0529670715332,19320041.abf,3.0
15,0.048568557265118203,25.008336112037345,0.007500000000000007,0.3090353753852278,0.00739999999999999,0.0405,0.04115000000000002,"(37.33274, 4891)",-6.478943824768066,350.0,-61.20378875732422,19320041.abf,3.5
16,0.04019291153890493,26.675558519506502,0.007300000000000001,0.3792774217032896,0.005899999999999989,0.03706,0.0374000000000001,"(39.407936, 7446)",-4.63242769241333,400.0,-61.37468338012695,19320041.abf,4.0
0,,0.0,,,,,,"(-108.57938, 2227)",0.07816017419099808,-399.0,-71.50273895263672,19320007.abf,-2.66
1,,0.0,,,,,,"(-105.13516, 2213)",0.078684002161026,-351.0,-71.46064758300781,19320007.abf,-2.34
2,,0.0,,,,,,"(-100.78457, 2941)",0.095004603266716,-300.0,-70.04529571533203,19320007.abf,-2.0
3,,0.0,,,,,,"(-97.078514, 2387)",0.0797305703163147,-250.0,-71.51322174072266,19320007.abf,-1.6666666666666667
4,,0.0,,,,,,"(-93.23147, 2695)",0.06099001318216324,-200.0,-70.93773651123047,19320007.abf,-1.3333333333333333
5,,0.0,,,,,,"(-88.98159, 2581)",0.09835366159677505,-150.0,-71.83346557617188,19320007.abf,-1.0
6,,0.0,,,,,,"(-83.78506, 2874)",0.13481156527996063,-101.0,-71.35664367675781,19320007.abf,-0.6733333333333333
7,,0.0,,,,,,"(-77.05776, 2914)",0.23937098681926727,-49.0,-70.7370376586914,19320007.abf,-0.32666666666666666
8,,0.0,,,,,,"(-69.38382, 5770)",22.26727867126465,0.0,-71.2007064819336,19320007.abf,0.0
9,,0.0,,,,,,"(-62.817657, 3871)",-2.4797861576080322,50.0,-70.94043731689453,19320007.abf,0.3333333333333333
10,,0.0,,,,,,"(-52.545433, 3747)",-3.473125696182251,100.0,-71.4521484375,19320007.abf,0.6666666666666666
11,,3.3439224209998324,0.30879999999999996,0.0,0.0806,0.30879999999999996,0.30879999999999996,"(79.26121, 2647)",-3.4321272373199463,150.0,-71.32593536376953,19320007.abf,1.0
12,0.17817233421584355,6.687844841999665,0.09989999999999999,0.28369911582996704,0.0388,0.15186666666666668,0.15030000000000004,"(80.20786, 2229)",-2.225538969039917,200.0,-69.82765197753906,19320007.abf,1.3333333333333333
13,0.09458804127830363,10.031767262999496,0.06610000000000002,0.24740421993998316,0.02840000000000001,0.10694,0.10830000000000001,"(81.355934, 2125)",-1.9359511137008667,249.0,-70.3019027709961,19320007.abf,1.66
14,0.09230374975537034,11.703728473499414,0.0456,0.2563130184748661,0.018699999999999994,0.08958333333333335,0.09720000000000001,"(81.53721, 2028)",-1.2137819528579712,299.0,-69.33551025390625,19320007.abf,1.9933333333333334
15,0.07847993826023601,13.37568968399933,0.037500000000000006,0.24514715128570466,0.013399999999999995,0.07602857142857143,0.08150000000000002,"(82.78599, 1975)",-1.1880193948745728,349.0,-68.36822509765625,19320007.abf,2.3266666666666667
16,0.06967184802155581,15.047650894499245,0.030799999999999994,0.24472151725608773,0.012200000000000016,0.06871250000000001,0.0759,"(83.59165, 1964)",-1.2212543487548828,399.0,-69.49205017089844,19320007.abf,2.66
0,,0.0,,,,,,"(-101.98164, 2147)",0.10923956334590912,-401.0,-63.77139663696289,19320001.abf,-4.01
1,,0.0,,,,,,"(-97.83125, 2212)",0.10010881721973419,-351.0,-63.288673400878906,19320001.abf,-3.51
2,,0.0,,,,,,"(-94.24544, 2208)",0.0999024361371994,-300.0,-63.55633544921875,19320001.abf,-3.0
3,,0.0,,,,,,"(-90.613846, 2273)",0.09439408779144287,-250.0,-63.286319732666016,19320001.abf,-2.5
4,,0.0,,,,,,"(-86.41768, 2386)",0.09567025303840637,-200.0,-63.90064239501953,19320001.abf,-2.0
5,,0.0,,,,,,"(-82.1147, 2861)",0.0873098224401474,-151.0,-64.2508316040039,19320001.abf,-1.51
6,,0.0,,,,,,"(-77.36922, 2753)",0.07723145931959152,-101.0,-64.08390045166016,19320001.abf,-1.01
7,,0.0,,,,,,"(-71.860794, 3231)",0.11994598805904388,-50.0,-64.2771987915039,19320001.abf,-0.5
8,,0.0,,,,,,"(-63.849926, 6909)",0.6589796543121338,0.0,-64.44129180908203,19320001.abf,0.0
9,,0.0,,,,,,"(-54.786205, 3955)",-10.78842830657959,50.0,-64.6706314086914,19320001.abf,0.5
10,,3.3350008337502084,0.030500000000000027,0.0,0.11069999999999999,0.030500000000000027,0.030500000000000027,"(53.74956, 2931)",-13.339542388916016,100.0,-64.72976684570312,19320001.abf,1.0
11,0.3075383732862,8.33750208437552,0.0189,0.5316789502367264,0.052800000000000014,0.10097500000000001,0.11545,"(55.26018, 2352)",-12.880000114440918,150.0,-65.20571899414062,19320001.abf,1.5
12,0.14178115985655204,13.340003335000834,0.016499999999999987,0.3785670907245777,0.03260000000000002,0.07397142857142858,0.08600000000000008,"(56.496143, 2150)",-8.1057767868042,199.0,-65.0822525024414,19320001.abf,1.99
13,0.10365528938829371,16.67500416875104,0.014200000000000018,0.3467002213450626,0.022699999999999998,0.058855555555555564,0.06540000000000001,"(57.549, 2051)",-6.682680606842041,250.0,-64.75891876220703,19320001.abf,2.5
14,0.08186716452900258,20.01000500250125,0.013000000000000012,0.32408890786736505,0.0189,0.05240909090909091,0.05890000000000001,"(57.747364, 2013)",-10.1953706741333,299.0,-65.62319946289062,19320001.abf,2.99
15,0.06927038248914903,21.677505419376356,0.012300000000000005,0.3021871176631421,0.015500000000000014,0.04715833333333333,0.05265,"(58.205128, 1978)",-8.934208869934082,350.0,-65.69916534423828,19320001.abf,3.5
16,0.06477961327346134,23.34500583625146,0.011099999999999999,0.29414902062267867,0.0126,0.04290769230769231,0.04780000000000001,"(58.67815, 1950)",-7.751434326171875,400.0,-65.76599884033203,19320001.abf,4.0
0,,0.0,,,,,,"(-102.814064, 2272)",0.16381007432937622,-399.0,-64.22349548339844,19320030.abf,-3.99
1,,0.0,,,,,,"(-99.70127, 2328)",0.17085570096969604,-350.0,-64.28419494628906,19320030.abf,-3.5
2,,0.0,,,,,,"(-96.29856, 2398)",0.167583629488945,-300.0,-64.25337219238281,19320030.abf,-3.0
3,,0.0,,,,,,"(-92.66697, 2463)",0.1746416687965393,-250.0,-63.196205139160156,19320030.abf,-2.5
4,,0.0,,,,,,"(-88.60813, 2675)",0.19598998129367828,-200.0,-64.35099792480469,19320030.abf,-2.0
5,,0.0,,,,,,"(-84.04575, 2751)",0.19116689264774323,-151.0,-64.43638610839844,19320030.abf,-1.51
6,,0.0,,,,,,"(-79.30027, 2992)",0.2065555602312088,-99.0,-60.80918502807617,19320030.abf,-0.99
7,,0.0,,,,,,"(-72.54063, 3296)",0.42916974425315857,-49.0,-64.63713073730469,19320030.abf,-0.49
8,,0.0,,,,,,"(-65.43003, 6779)",0.6387313604354858,-1.0,-64.25520324707031,19320030.abf,-0.01
9,,0.0,,,,,,"(-56.0001, 7483)",-19.934600830078125,51.0,-65.58128356933594,19320030.abf,0.51
10,,1.6669444907484579,,,0.1393,,,"(51.60488, 3215)",-14.377406120300293,100.0,-66.60121154785156,19320030.abf,1.0
11,0.9130657120940935,5.000833472245374,0.017000000000000015,0.9130657120940935,0.05710000000000001,0.19555,0.19555,"(52.12368, 2392)",-14.067262649536133,150.0,-66.59446716308594,19320030.abf,1.5
12,0.24828088887073133,10.001666944490747,0.016000000000000014,0.5653018282488834,0.033299999999999996,0.09748000000000001,0.11359999999999998,"(52.688255, 2155)",-11.077427864074707,201.0,-66.01798248291016,19320030.abf,2.01
13,0.15458951152317071,13.335555925987663,0.013300000000000006,0.4791576437257207,0.023400000000000004,0.06985714285714287,0.08560000000000001,"(52.962914, 2056)",-10.188365936279297,250.0,-66.0874252319336,19320030.abf,2.5
14,0.1111523382430517,16.66944490748458,0.01319999999999999,0.4298456152493257,0.018600000000000005,0.0572,0.06430000000000002,"(53.52749, 2008)",-8.546628952026367,300.0,-65.61054992675781,19320030.abf,3.0
15,0.08658855471553453,20.003333888981494,0.011900000000000022,0.38925850256376127,0.014499999999999985,0.05,0.05529999999999996,"(53.87844, 1967)",-6.164157390594482,350.0,-65.87610626220703,19320030.abf,3.5
16,0.08220102469670008,21.67027837972995,0.010899999999999993,0.39776637078027033,0.012500000000000011,0.046283333333333336,0.0532,"(54.168358, 1947)",-7.318795204162598,400.0,-65.56703186035156,19320030.abf,4.0
0,,0.0,,,,,,"(-115.09062, 2096)",0.043805260211229324,-400.0,-72.58525848388672,19320017.abf,-4.0
1,,0.0,,,,,,"(-111.10808, 2101)",0.0377780944108963,-350.0,-72.66475677490234,19320017.abf,-3.5
2,,0.0,,,,,,"(-106.95769, 2144)",0.03623368218541145,-300.0,-72.90193939208984,19320017.abf,-3.0
3,,0.0,,,,,,"(-102.66997, 2194)",0.036520082503557205,-250.0,-72.74230194091797,19320017.abf,-2.5
4,,0.0,,,,,,"(-98.031296, 2247)",0.025746798142790794,-199.0,-72.96236419677734,19320017.abf,-1.99
5,,0.0,,,,,,"(-93.20952, 2357)",0.02369244024157524,-150.0,-73.01165008544922,19320017.abf,-1.5
6,,0.0,,,,,,"(-87.8842, 2835)",0.011555078439414501,-99.0,-72.91637420654297,19320017.abf,-0.99
7,,0.0,,,,,,"(-81.47551, 3632)",0.019948327913880348,-50.0,-72.81129455566406,19320017.abf,-0.5
8,,0.0,,,,,,"(-72.68645, 7791)",1.5230309963226318,1.0,-73.02334594726562,19320017.abf,0.01
9,,0.0,,,,,,"(-61.12029, 3739)",-15.447413444519043,51.0,-72.85806274414062,19320017.abf,0.51
10,,1.6669444907484579,,,0.37670000000000003,,,"(41.46455, 5593)",-14.775891304016113,100.0,-73.31554412841797,19320017.abf,1.0
11,0.23265326133394953,6.667777962993831,0.06180000000000002,0.37204223239943146,0.0638,0.10776666666666666,0.10199999999999998,"(42.47163, 4102)",-15.115240097045898,150.0,-73.13609313964844,19320017.abf,1.5
12,0.11973140693668931,11.668611435239205,0.03589999999999999,0.36052085559823127,0.038099999999999995,0.07790000000000001,0.0802,"(43.417675, 6882)",-10.885699272155762,200.0,-73.09840393066406,19320017.abf,2.0
13,0.08740791744863434,15.00250041673612,0.023799999999999988,0.32918090821470747,0.027400000000000008,0.0605625,0.06825,"(44.88252, 6128)",-9.573892593383789,250.0,-73.35331726074219,19320017.abf,2.5
14,0.08848483137316293,16.66944490748458,0.019600000000000006,0.36307710963245593,0.02149999999999999,0.0551888888888889,0.060299999999999965,"(46.194775, 6193)",-8.217884063720703,301.0,-73.65746307373047,19320017.abf,3.01
15,0.08127853117645947,18.336389398233035,0.018100000000000005,0.36226682196920923,0.0179,0.050870000000000005,0.055499999999999994,"(47.14082, 7094)",-7.183747291564941,350.0,-74.06587219238281,19320017.abf,3.5
16,0.07638859292521652,20.003333888981494,0.015100000000000002,0.3680881238131312,0.014600000000000002,0.048090909090909094,0.05149999999999999,"(48.51411, 7264)",-5.986227035522461,400.0,-74.18367004394531,19320017.abf,4.0
0,,0.0,,,,,,"(-102.814064, 2272)",0.16381007432937622,-399.0,-64.22349548339844,19320030.abf,-3.99
1,,0.0,,,,,,"(-99.70127, 2328)",0.17085570096969604,-350.0,-64.28419494628906,19320030.abf,-3.5
2,,0.0,,,,,,"(-96.29856, 2398)",0.167583629488945,-300.0,-64.25337219238281,19320030.abf,-3.0
3,,0.0,,,,,,"(-92.66697, 2463)",0.1746416687965393,-250.0,-63.196205139160156,19320030.abf,-2.5
4,,0.0,,,,,,"(-88.60813, 2675)",0.19598998129367828,-200.0,-64.35099792480469,19320030.abf,-2.0
5,,0.0,,,,,,"(-84.04575, 2751)",0.19116689264774323,-151.0,-64.43638610839844,19320030.abf,-1.51
6,,0.0,,,,,,"(-79.30027, 2992)",0.2065555602312088,-99.0,-60.80918502807617,19320030.abf,-0.99
7,,0.0,,,,,,"(-72.54063, 3296)",0.42916974425315857,-49.0,-64.63713073730469,19320030.abf,-0.49
8,,0.0,,,,,,"(-65.43003, 6779)",0.6387313604354858,-1.0,-64.25520324707031,19320030.abf,-0.01
9,,0.0,,,,,,"(-56.0001, 7483)",-19.934600830078125,51.0,-65.58128356933594,19320030.abf,0.51
10,,1.6669444907484579,,,0.1393,,,"(51.60488, 3215)",-14.377406120300293,100.0,-66.60121154785156,19320030.abf,1.0
11,0.9130657120940935,5.000833472245374,0.017000000000000015,0.9130657120940935,0.05710000000000001,0.19555,0.19555,"(52.12368, 2392)",-14.067262649536133,150.0,-66.59446716308594,19320030.abf,1.5
12,0.24828088887073133,10.001666944490747,0.016000000000000014,0.5653018282488834,0.033299999999999996,0.09748000000000001,0.11359999999999998,"(52.688255, 2155)",-11.077427864074707,201.0,-66.01798248291016,19320030.abf,2.01
13,0.15458951152317071,13.335555925987663,0.013300000000000006,0.4791576437257207,0.023400000000000004,0.06985714285714287,0.08560000000000001,"(52.962914, 2056)",-10.188365936279297,250.0,-66.0874252319336,19320030.abf,2.5
14,0.1111523382430517,16.66944490748458,0.01319999999999999,0.4298456152493257,0.018600000000000005,0.0572,0.06430000000000002,"(53.52749, 2008)",-8.546628952026367,300.0,-65.61054992675781,19320030.abf,3.0
15,0.08658855471553453,20.003333888981494,0.011900000000000022,0.38925850256376127,0.014499999999999985,0.05,0.05529999999999996,"(53.87844, 1967)",-6.164157390594482,350.0,-65.87610626220703,19320030.abf,3.5
16,0.08220102469670008,21.67027837972995,0.010899999999999993,0.39776637078027033,0.012500000000000011,0.046283333333333336,0.0532,"(54.168358, 1947)",-7.318795204162598,400.0,-65.56703186035156,19320030.abf,4.0
0,,0.0,,,,,,"(-89.94409, 2245)",0.07733103632926941,-399.0,-64.31649780273438,19320025.abf,-1.995
1,,0.0,,,,,,"(-87.45691, 2609)",0.07020902633666992,-350.0,-64.60220336914062,19320025.abf,-1.75
2,,0.0,,,,,,"(-84.984985, 2465)",0.0818244069814682,-300.0,-64.5743408203125,19320025.abf,-1.5
3,,0.0,,,,,,"(-82.848755, 2327)",0.0814293920993805,-250.0,-64.966796875,19320025.abf,-1.25
4,,0.0,,,,,,"(-79.690186, 2688)",0.07711325585842133,-199.0,-64.86892700195312,19320025.abf,-0.995
5,,0.0,,,,,,"(-79.308716, 5146)",0.08172620087862015,-150.0,-65.21173095703125,19320025.abf,-0.75
6,,0.0,,,,,,"(-73.67822, 2485)",0.0770312175154686,-99.0,-65.39715576171875,19320025.abf,-0.495
7,,0.0,,,,,,"(-70.21448, 4714)",0.07556132972240448,-50.0,-65.75164794921875,19320025.abf,-0.25
8,,0.0,,,,,,"(-65.468994, 3320)",0.9234026074409485,-0.0,-66.0955810546875,19320025.abf,-0.0
9,,0.0,,,,,,"(-61.516968, 2443)",-7.21348237991333,50.0,-66.21871948242188,19320025.abf,0.25
10,,0.0,,,,,,"(-56.81726, 2877)",-6.740898609161377,100.0,-66.71685791015625,19320025.abf,0.5
11,,0.0,,,,,,"(-50.240723, 3013)",-6.796109199523926,150.0,-66.55611419677734,19320025.abf,0.75
12,,3.3350008337502084,0.0131,0.0,0.0653,0.0131,0.0131,"(46.911987, 2477)",-6.940237045288086,200.0,-66.81378173828125,19320025.abf,1.0
