,abf_name,abf_path,cell_id,file_type,zap_max_freq
1370,2016_02_25_0153.abf,/Users/stripathy/Downloads/homeira_lihua_resonance_abf_files/Homeira/Layer 2 and 3. ZAP function.Raw data/Subthreshold/Sub threshold  hold-80 mV/2016_02_25_0134/2016_02_25_0153.abf,2016_02_25_0134.abf,zap_subthreshold_hyper,1.1782786885245902
