,cell_id,expt_date,layer_name,recorder_name,full_path,abf_version,num_sweeps,resp_chan,resp_gain,resp_sampling_rate,rmp_error,rmp_val,stim_amp_vec,stim_chan,stim_duration,stim_end_time,stim_gain,stim_path,stim_sampling_rate,stim_start_time,valid_stim
168,15330053.abf,2015-03-30,L5,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/15330053.abf,2.0.0.0,30.0,0.0,1.0,10000.0,1.0253921335789045,-67.4926772898289,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
167,15330000.abf,2015-03-30,L5,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/15330000.abf,2.0.0.0,30.0,0.0,1.0,10000.0,0.7629411944435986,-77.9052751788186,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
169,15407000.abf,2015-04-07,L5,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/15407000.abf,2.0.0.0,30.0,0.0,1.0,10000.0,1.3793961945339106,-74.41406416328391,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
171,15420026.abf,2015-04-20,L5,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/15420026.abf,2.0.0.0,30.0,0.0,1.0,10000.0,1.7133515939349309e-06,-76.6540544477266,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
170,15420000.abf,2015-04-20,L5,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/15420000.abf,2.0.0.0,30.0,0.0,1.0,10000.0,0.3479019985206975,-71.9360367641457,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
50,15616035.abf,2015-06-16,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15616035.abf,2.6.0.0,50.0,0.0,2.0,20000.0,9.710978698730472,-57.8,[-500. -450. -400. ... 1850. 1900. 1950.],1.0,0.6,0.80025,1000.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15616035.abf,20000.0,0.2003,True
48,15616008.abf,2015-06-16,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15616008.abf,2.6.0.0,50.0,0.0,2.0,20000.0,2.818265533447267,-54.1,[-500. -450. -400. ... 1850. 1900. 1950.],1.0,0.6,0.80025,1000.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15616008.abf,20000.0,0.2003,True
49,15616022.abf,2015-06-16,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15616022.abf,2.6.0.0,50.0,0.0,2.0,20000.0,0.5630897521972642,-58.4,[-500. -450. -400. ... 1850. 1900. 1950.],1.0,0.6,0.80025,1000.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15616022.abf,20000.0,0.2003,True
51,15618005.abf,2015-06-18,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15618005.abf,2.6.0.0,30.0,0.0,2.0,20000.0,0.8237266540527344,-56.0,[-500. -450. -400. ...  850.  900.  950.],1.0,0.6,0.80025,1000.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15618005.abf,20000.0,0.2003,True
57,15622024.abf,2015-06-22,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15622024.abf,2.6.0.0,50.0,0.0,2.0,20000.0,1.0037071228027372,-60.3,[-500. -450. -400. ... 1850. 1900. 1950.],1.0,0.6,0.80025,1000.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15622024.abf,20000.0,0.2003,True
56,15622019.abf,2015-06-22,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15622019.abf,2.6.0.0,50.0,0.0,0.25,20000.0,74.61635646820068,-64.1,[-500. -450. -400. ... 1850. 1900. 1950.],1.0,0.6,0.80025,1000.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15622019.abf,20000.0,0.2003,True
54,15622013.abf,2015-06-22,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15622013.abf,2.6.0.0,50.0,0.0,2.0,20000.0,23.132913970947264,-59.4,[-500. -450. -400. ... 1850. 1900. 1950.],1.0,0.6,0.80025,1000.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15622013.abf,20000.0,0.2003,True
53,15622005.abf,2015-06-22,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15622005.abf,2.6.0.0,50.0,0.0,2.0,20000.0,5.112882995605467,-63.1,[-500. -450. -400. ... 1850. 1900. 1950.],1.0,0.6,0.80025,1000.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15622005.abf,20000.0,0.2003,True
52,15622000.abf,2015-06-22,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15622000.abf,2.6.0.0,47.0,0.0,2.0,20000.0,12.639066314697267,-60.1,[-500. -450. -400. ... 1700. 1750. 1800.],1.0,0.6,0.80025,1000.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15622000.abf,20000.0,0.2003,True
55,15622015.abf,2015-06-22,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15622015.abf,2.6.0.0,50.0,0.0,2.0,20000.0,18.516703033447264,-61.4,[-500. -450. -400. ... 1850. 1900. 1950.],1.0,0.6,0.80025,1000.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15622015.abf,20000.0,0.2003,True
58,15723013.abf,2015-07-23,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15723013.abf,2.6.0.0,25.0,0.0,1.0,10000.0,9.019144439697264,-61.9,[-500. -450. -400. ...  600.  650.  700.],1.0,1.2,1.6205,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15723013.abf,10000.0,0.42060000000000003,True
59,15820003.abf,2015-08-20,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15820003.abf,2.6.0.0,21.0,0.0,1.0,10000.0,9.700882720947263,-61.3,[-500. -450. -400. ...  400.  450.  500.],1.0,1.2,1.6811,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15820003.abf,10000.0,0.4812,True
61,15o08007.abf,2015-10-08,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15o08007.abf,1.8.3.0,18.0,0.0,25.0,9803.0,1.0441528320312514,-58.9,[-400. -350. -300. ...  350.  400.  450.],1.0,1.2241150668162808,1.6326634703662144,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15o08007.abf,9803.0,0.40865041313883504,True
62,15o08011.abf,2015-10-08,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15o08011.abf,1.8.3.0,20.0,0.0,25.0,9803.0,3.5661987304687486,-62.1,[-400. -350. -300. ...  450.  500.  550.],1.0,1.2241150668162808,1.6326634703662144,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15o08011.abf,9803.0,0.40865041313883504,True
63,15o08017.abf,2015-10-08,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15o08017.abf,1.8.3.0,20.0,0.0,20.0,9803.0,1.1718722833337978,-57.1960422052088,[-400. -350. -300. ...  450.  500.  550.],1.0,1.2241150668162808,1.6326634703662144,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15o08017.abf,9803.0,0.40865041313883504,True
60,15o08002.abf,2015-10-08,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15o08002.abf,1.8.3.0,20.0,0.0,20.0,9803.0,7.010546875000003,-63.7,[-400. -350. -300. ...  450.  500.  550.],1.0,1.2241150668162808,1.6326634703662144,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15o08002.abf,9803.0,0.40865041313883504,True
64,15o08020.abf,2015-10-08,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15o08020.abf,1.8.3.0,20.0,0.0,25.0,9803.0,4.205700683593747,-63.2,[-400. -350. -300. ...  450.  500.  550.],1.0,1.2241150668162808,1.6326634703662144,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15o08020.abf,9803.0,0.40865041313883504,True
65,15o08022.abf,2015-10-08,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15o08022.abf,1.8.3.0,17.0,0.0,20.0,9803.0,4.084667968749997,-62.3,[-400. -350. -300. ...  300.  350.  400.],1.0,1.2241150668162808,1.6326634703662144,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15o08022.abf,9803.0,0.40865041313883504,True
66,15o08032.abf,2015-10-08,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15o08032.abf,1.8.3.0,20.0,0.0,25.0,9803.0,2.77056884765625,-60.5,[-400. -350. -300. ...  450.  500.  550.],1.0,1.2241150668162808,1.6326634703662144,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15o08032.abf,9803.0,0.40865041313883504,True
67,15o08038.abf,2015-10-08,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15o08038.abf,1.8.3.0,20.0,0.0,20.0,9803.0,4.028417968749999,-59.9,[-400. -350. -300. ...  450.  500.  550.],1.0,1.2241150668162808,1.6326634703662144,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/15o08038.abf,9803.0,0.40865041313883504,True
18,2015_11_09_0106.abf,2015-11-09,L2.3,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/Total2Homeira-Lastversion/2015_11_09_0106.abf,1.8.3.0,25.0,0.0,25.0,12500.0,4.425317382812501,-63.4,[-400. -350. -300. ...  700.  750.  800.],1.0,0.96,1.2804000000000002,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/Total2Homeira-Lastversion/2015_11_09_0106.abf,12500.0,0.32048000000000004,True
19,2015_11_09_0107.abf,2015-11-09,L2.3,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/Total2Homeira-Lastversion/2015_11_09_0107.abf,1.8.3.0,25.0,0.0,25.0,12500.0,3.0078979492187514,-60.4,[-400. -350. -300. ...  700.  750.  800.],1.0,0.96,1.2804000000000002,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/Total2Homeira-Lastversion/2015_11_09_0107.abf,12500.0,0.32048000000000004,True
14,2015_11_09_0003.abf,2015-11-09,L2.3,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/Total2Homeira-Lastversion/2015_11_09_0003.abf,1.8.3.0,20.0,0.0,50.0,10000.0,1.2580322265624986,-62.4,[-400. -350. -300. ...  450.  500.  550.],1.0,1.2,1.6005,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/Total2Homeira-Lastversion/2015_11_09_0003.abf,10000.0,0.4006,True
15,2015_11_09_0017.abf,2015-11-09,L2.3,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/Total2Homeira-Lastversion/2015_11_09_0017.abf,1.8.3.0,21.0,0.0,50.0,10000.0,49.1283935546875,-61.9,[-400. -350. -300. ...  500.  550.  600.],1.0,1.2,1.6005,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/Total2Homeira-Lastversion/2015_11_09_0017.abf,10000.0,0.4006,True
16,2015_11_09_0053.abf,2015-11-09,L2.3,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/Total2Homeira-Lastversion/2015_11_09_0053.abf,1.8.3.0,19.0,0.0,25.0,12500.0,3.0316162109375,-57.5,[-400. -350. -300. ...  400.  450.  500.],1.0,0.96,1.2804000000000002,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/Total2Homeira-Lastversion/2015_11_09_0053.abf,12500.0,0.32048000000000004,True
17,2015_11_09_0085.abf,2015-11-09,L2.3,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/Total2Homeira-Lastversion/2015_11_09_0085.abf,1.8.3.0,25.0,0.0,25.0,12500.0,0.21335449218749858,-63.4,[-400. -350. -300. ...  700.  750.  800.],1.0,0.96,1.2804000000000002,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/Total2Homeira-Lastversion/2015_11_09_0085.abf,12500.0,0.32048000000000004,True
68,2015_11_09_0078.abf,2015-11-09,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/2015_11_09_0078.abf,1.8.3.0,25.0,0.0,25.0,12500.0,5.429943847656247,-61.3,[-400. -350. -300. ...  700.  750.  800.],1.0,0.96,1.2804000000000002,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/2015_11_09_0078.abf,12500.0,0.32048000000000004,True
81,2016_01_28_0012.abf,2016-01-28,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/2016_01_28_0012.abf,1.8.3.0,16.0,0.0,25.0,10000.0,2.64739990234375,-62.5,[-400. -350. -300. ...  250.  300.  350.],1.0,1.2,1.6005,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/2016_01_28_0012.abf,10000.0,0.4006,True
82,2016_01_28_0019.abf,2016-01-28,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/2016_01_28_0019.abf,1.8.3.0,16.0,0.0,20.0,10000.0,6.349658203125003,-59.2,[-400. -350. -300. ...  250.  300.  350.],1.0,1.2,1.6005,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/2016_01_28_0019.abf,10000.0,0.4006,True
80,2016_01_28_0004.abf,2016-01-28,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/2016_01_28_0004.abf,1.8.3.0,20.0,0.0,20.0,10000.0,4.978320312500003,-69.7,[-400. -350. -300. ...  450.  500.  550.],1.0,1.2,1.6005,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/2016_01_28_0004.abf,10000.0,0.4006,True
85,2016_02_04_0018.abf,2016-02-04,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/2016_02_04_0018.abf,1.8.3.0,25.0,0.0,25.0,10000.0,0.13817138671875284,-56.8,[-400. -350. -300. ...  700.  750.  800.],1.0,1.2,1.6005,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/2016_02_04_0018.abf,10000.0,0.4006,True
83,2016_02_04_0009.abf,2016-02-04,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/2016_02_04_0009.abf,1.8.3.0,13.0,0.0,25.0,10000.0,14.55609130859375,-68.0,[-400. -350. -300. ...  100.  150.  200.],1.0,1.2,1.6005,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/2016_02_04_0009.abf,10000.0,0.4006,True
84,2016_02_04_0015.abf,2016-02-04,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/2016_02_04_0015.abf,1.8.3.0,17.0,0.0,25.0,10000.0,0.18035888671875,-57.5,[-400. -350. -300. ...  300.  350.  400.],1.0,1.2,1.6005,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/2016_02_04_0015.abf,10000.0,0.4006,True
86,2016_02_04_0021.abf,2016-02-04,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/2016_02_04_0021.abf,1.8.3.0,21.0,0.0,25.0,10000.0,0.7512329101562472,-60.2,[-400. -350. -300. ...  500.  550.  600.],1.0,1.2,1.6005,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/2016_02_04_0021.abf,10000.0,0.4006,True
87,2016_02_04_0029.abf,2016-02-04,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/2016_02_04_0029.abf,1.8.3.0,16.0,0.0,25.0,10000.0,4.882531738281244,-64.4,[-400. -350. -300. ...  250.  300.  350.],1.0,1.2,1.6005,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/2016_02_04_0029.abf,10000.0,0.4006,True
88,2016_02_04_0033.abf,2016-02-04,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/2016_02_04_0033.abf,1.8.3.0,18.0,0.0,25.0,10000.0,2.3018798828125,-58.5,[-400. -350. -300. ...  350.  400.  450.],1.0,1.2,1.6005,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/2016_02_04_0033.abf,10000.0,0.4006,True
89,2016_02_04_0042.abf,2016-02-04,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/2016_02_04_0042.abf,1.8.3.0,25.0,0.0,25.0,10000.0,1.5141479492187528,-59.2,[-400. -350. -300. ...  700.  750.  800.],1.0,1.2,1.6005,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/2016_02_04_0042.abf,10000.0,0.4006,True
90,2016_02_04_0045.abf,2016-02-04,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/2016_02_04_0045.abf,1.8.3.0,19.0,0.0,20.0,10000.0,0.9602539062500028,-59.2,[-400. -350. -300. ...  400.  450.  500.],1.0,1.2,1.6005,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/2016_02_04_0045.abf,10000.0,0.4006,True
25,2016_02_25_0255.abf,2016-02-25,L2.3,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/Total2Homeira-Lastversion/2016_02_25_0255.abf,1.8.3.0,25.0,0.0,25.0,16666.0,7.473535156250001,-62.1,[-400. -350. -300. ...  700.  750.  800.],1.0,0.720028801152046,0.9603384135365415,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/Total2Homeira-Lastversion/2016_02_25_0255.abf,16666.0,0.24036961478459137,True
24,2016_02_25_0134.abf,2016-02-25,L2.3,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/Total2Homeira-Lastversion/2016_02_25_0134.abf,1.8.3.0,15.0,0.0,25.0,16666.0,6.471081542968747,-60.8,[-400. -350. -300. ...  200.  250.  300.],1.0,0.720028801152046,0.9603384135365415,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/Total2Homeira-Lastversion/2016_02_25_0134.abf,16666.0,0.24036961478459137,True
20,2016_02_25_0005.abf,2016-02-25,L2.3,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/Total2Homeira-Lastversion/2016_02_25_0005.abf,1.8.3.0,25.0,0.0,25.0,10000.0,4.4613037109375,-66.0,[-400. -350. -300. ...  700.  750.  800.],1.0,1.2,1.6005,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/Total2Homeira-Lastversion/2016_02_25_0005.abf,10000.0,0.4006,True
21,2016_02_25_0007.abf,2016-02-25,L2.3,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/Total2Homeira-Lastversion/2016_02_25_0007.abf,1.8.3.0,20.0,0.0,25.0,10000.0,11.953369140625,-66.0,[-400. -350. -300. ...  450.  500.  550.],1.0,1.2,1.6005,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/Total2Homeira-Lastversion/2016_02_25_0007.abf,10000.0,0.4006,True
22,2016_02_25_0073.abf,2016-02-25,L2.3,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/Total2Homeira-Lastversion/2016_02_25_0073.abf,1.8.3.0,16.0,0.0,25.0,16666.0,11.189587402343747,-60.3,[-400. -350. -300. ...  250.  300.  350.],1.0,0.720028801152046,0.9603384135365415,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/Total2Homeira-Lastversion/2016_02_25_0073.abf,16666.0,0.24036961478459137,True
23,2016_02_25_0082.abf,2016-02-25,L2.3,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/Total2Homeira-Lastversion/2016_02_25_0082.abf,1.8.3.0,23.0,0.0,25.0,16666.0,4.391552734374997,-66.8,[-400. -350. -300. ...  600.  650.  700.],1.0,0.720028801152046,0.9603384135365415,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/Total2Homeira-Lastversion/2016_02_25_0082.abf,16666.0,0.24036961478459137,True
92,2016_02_29_0065.abf,2016-02-29,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/2016_02_29_0065.abf,1.8.3.0,19.0,0.0,25.0,16666.0,4.060742187499997,-61.8,[-400. -350. -300. ...  400.  450.  500.],1.0,0.720028801152046,0.9603384135365415,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/2016_02_29_0065.abf,16666.0,0.24036961478459137,True
91,2016_02_29_0032.abf,2016-02-29,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/2016_02_29_0032.abf,1.8.3.0,25.0,0.0,25.0,16666.0,5.730505371093756,-65.4,[-400. -350. -300. ...  700.  750.  800.],1.0,0.720028801152046,0.9603384135365415,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/2016_02_29_0032.abf,16666.0,0.24036961478459137,True
