,cell_id,expt_date,layer_name,recorder_name,full_path,abf_version,num_sweeps,resp_chan,resp_gain,resp_sampling_rate,rmp_error,rmp_val,stim_amp_vec,stim_chan,stim_duration,stim_end_time,stim_gain,stim_path,stim_sampling_rate,stim_start_time,valid_stim
139,14617300.abf,2014-06-17,L5,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,2.0.0.0,30.0,0.0,1.0,25000.0,3.1433120315113996,-66.4215102736989,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
142,14624311.abf,2014-06-24,L5,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14624311.abf,2.0.0.0,30.0,0.0,1.0,10000.0,1.7431602969963933e-06,-77.9876726415978,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
143,14624325.abf,2014-06-24,L5,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14624325.abf,2.0.0.0,30.0,0.0,1.0,25000.0,1.3580339731334021,-78.1402605356334,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14624325.abf,25000.0,0.0656,True
145,14624371.abf,2014-06-24,L5,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14624371.abf,2.0.0.0,30.0,0.0,1.0,10000.0,0.2746599370767058,-77.5756853277017,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
141,14624300.abf,2014-06-24,L5,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14624300.abf,2.0.0.0,30.0,0.0,1.0,10000.0,2.2430436190462046,-72.7844254549837,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
144,14624359.abf,2014-06-24,L5,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14624359.abf,2.0.0.0,30.0,0.0,1.0,10000.0,0.7629410844175055,-72.98278971723,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
147,14626311.abf,2014-06-26,L5,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14626311.abf,2.0.0.0,30.0,0.0,1.0,10000.0,1.6950708072727139e-06,-75.83618333569581,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
146,14626300.abf,2014-06-26,L5,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14626300.abf,2.0.0.0,30.0,0.0,1.0,10000.0,1.7089858384907046,-65.4754653306782,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
148,14715300.abf,2014-07-15,L5,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14715300.abf,2.0.0.0,30.0,0.0,1.0,10000.0,0.25940105251720524,-73.3032242947047,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
149,14715312.abf,2014-07-15,L5,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14715312.abf,2.0.0.0,30.0,0.0,1.0,10000.0,0.7019060795982881,-79.75769221241079,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
150,14715334.abf,2014-07-15,L5,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14715334.abf,2.0.0.0,30.0,0.0,1.0,10000.0,1.6804052052066254e-06,-75.1800553913427,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
151,14911303.abf,2014-09-11,L5,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14911303.abf,2.0.0.0,30.0,0.0,1.0,10000.0,0.8544937161332058,-68.3898941067582,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
152,14911315.abf,2014-09-11,L5,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14911315.abf,2.0.0.0,30.0,0.0,1.0,10000.0,1.0375994901324077,-82.04651062294491,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
153,14918300.abf,2014-09-18,L5,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14918300.abf,2.0.0.0,30.0,0.0,1.0,10000.0,1.4385932871618934e-06,-64.36157370421829,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
154,14918302.abf,2014-09-18,L5,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14918302.abf,2.0.0.0,30.0,0.0,1.0,10000.0,2.746583586485997,-69.580079680236,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
155,14918344.abf,2014-09-18,L5,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14918344.abf,2.0.0.0,30.0,0.0,1.0,10000.0,0.9918229462755903,-74.14245771190059,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
156,14918372.abf,2014-09-18,L5,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14918372.abf,2.0.0.0,30.0,0.0,1.0,10000.0,2.0141618772414063,-76.9958513303664,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
157,14n03302.abf,2014-11-03,L5,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14n03302.abf,2.0.0.0,30.0,0.0,1.0,10000.0,1.677676706890452e-06,-75.0579850761142,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
158,14n03328.abf,2014-11-03,L5,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14n03328.abf,2.0.0.0,30.0,0.0,1.0,10000.0,2.639772198449492,-75.63781907344949,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
160,14n04346.abf,2014-11-04,L5,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14n04346.abf,2.0.0.0,30.0,0.0,1.0,10000.0,0.9155288699957964,-68.2830825809333,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
159,14n04322.abf,2014-11-04,L5,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14n04322.abf,2.0.0.0,30.0,0.0,1.0,10000.0,1.6632095821478998,-70.4345718868354,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
161,14n04362.abf,2014-11-04,L5,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14n04362.abf,2.0.0.0,30.0,0.0,1.0,10000.0,2.395631632793993,-78.292848429669,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
163,14n10459.abf,2014-11-10,L5,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14n10459.abf,2.0.0.0,30.0,0.0,1.0,10000.0,2.2583024381220014,-74.127198922497,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
162,14n10302.abf,2014-11-10,L5,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14n10302.abf,2.0.0.0,30.0,0.0,1.0,10000.0,2.6550310564062016,-78.7200945329687,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
179,14d02000.abf,2014-12-02,L2.3,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Lihua/Totallayer2-Lihua-lastversion/14d02000.abf,2.0.0.0,30.0,0.0,1.0,10000.0,3.4942642375882116,-69.00024568290071,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
180,14d02055.abf,2014-12-02,L2.3,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Lihua/Totallayer2-Lihua-lastversion/14d02055.abf,2.0.0.0,30.0,0.0,1.0,10000.0,0.8392350549683982,-74.1119401330934,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
181,14d02065.abf,2014-12-02,L2.3,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Lihua/Totallayer2-Lihua-lastversion/14d02065.abf,2.0.0.0,30.0,0.0,1.0,10000.0,1.6561899087719212e-06,-74.09668134368991,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
182,14d02124.abf,2014-12-02,L2.3,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Lihua/Totallayer2-Lihua-lastversion/14d02124.abf,2.0.0.0,30.0,0.0,1.0,10000.0,0.9918229698087089,-75.19531418074621,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
183,14d16000.abf,2014-12-16,L2.3,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Lihua/Totallayer2-Lihua-lastversion/14d16000.abf,2.0.0.0,30.0,0.0,1.0,10000.0,1.625494405743666e-06,-72.7233902973694,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
184,14d16016.abf,2014-12-16,L2.3,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Lihua/Totallayer2-Lihua-lastversion/14d16016.abf,2.0.0.0,30.0,0.0,1.0,10000.0,1.3580338227257016,-71.4111344086632,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
185,14d16022.abf,2014-12-16,L2.3,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Lihua/Totallayer2-Lihua-lastversion/14d16022.abf,2.0.0.0,30.0,0.0,1.0,10000.0,1.495891396530169e-06,-66.9250503240164,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
186,14d16056.abf,2014-12-16,L2.3,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Lihua/Totallayer2-Lihua-lastversion/14d16056.abf,2.0.0.0,30.0,0.0,1.0,10000.0,1.861573945689102,-75.1647966019391,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
187,14d16134.abf,2014-12-16,L2.3,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Lihua/Totallayer2-Lihua-lastversion/14d16134.abf,2.0.0.0,30.0,0.0,1.0,10000.0,0.41198882547639926,-68.0389419504764,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
190,14d18087.abf,2014-12-18,L2.3,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Lihua/Totallayer2-Lihua-lastversion/14d18087.abf,2.0.0.0,30.0,0.0,1.0,10000.0,1.7059847010614249e-06,-76.3244645966097,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
191,14d18113.abf,2014-12-18,L2.3,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Lihua/Totallayer2-Lihua-lastversion/14d18113.abf,2.0.0.0,30.0,0.0,1.0,10000.0,0.6713884107512058,-75.6988542310637,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
188,14d18005.abf,2014-12-18,L2.3,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Lihua/Totallayer2-Lihua-lastversion/14d18005.abf,2.0.0.0,30.0,0.0,1.0,10000.0,0.09155444342930252,-76.4617937012418,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
189,14d18033.abf,2014-12-18,L2.3,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Lihua/Totallayer2-Lihua-lastversion/14d18033.abf,2.0.0.0,30.0,0.0,1.0,10000.0,0.9002702340694952,-75.134279023132,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
195,15105107.abf,2015-01-05,L2.3,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Lihua/Totallayer2-Lihua-lastversion/15105107.abf,2.0.0.0,30.0,0.0,1.0,10000.0,0.6256120033185937,-73.8983170814436,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
193,15105065.abf,2015-01-05,L2.3,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Lihua/Totallayer2-Lihua-lastversion/15105065.abf,2.0.0.0,30.0,0.0,1.0,10000.0,1.6937270920607972,-67.3828140061233,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
192,15105000.abf,2015-01-05,L2.3,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Lihua/Totallayer2-Lihua-lastversion/15105000.abf,2.0.0.0,30.0,0.0,1.0,10000.0,1.5411392174655987,-68.0999771080906,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
194,15105080.abf,2015-01-05,L2.3,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Lihua/Totallayer2-Lihua-lastversion/15105080.abf,2.0.0.0,30.0,0.0,1.0,10000.0,0.7781998499467875,-71.92993324838429,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
202,15127132.abf,2015-01-27,L2.3,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Lihua/Totallayer2-Lihua-lastversion/15127132.abf,2.0.0.0,30.0,0.0,1.0,10000.0,1.590706304455125e-06,-71.1669937782063,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
196,15127001.abf,2015-01-27,L2.3,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Lihua/Totallayer2-Lihua-lastversion/15127001.abf,2.0.0.0,30.0,0.0,1.0,10000.0,1.6924787047400969e-06,-75.7202165362287,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
197,15127028.abf,2015-01-27,L2.3,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Lihua/Totallayer2-Lihua-lastversion/15127028.abf,2.0.0.0,30.0,0.0,1.0,10000.0,0.11596843355620479,-73.2238785898062,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
198,15127041.abf,2015-01-27,L2.3,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Lihua/Totallayer2-Lihua-lastversion/15127041.abf,2.0.0.0,30.0,0.0,1.0,10000.0,0.42114429625149796,-76.8676774993765,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
199,15127061.abf,2015-01-27,L2.3,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Lihua/Totallayer2-Lihua-lastversion/15127061.abf,2.0.0.0,30.0,0.0,1.0,10000.0,5.584718355385107,-69.7265640585101,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
200,15127092.abf,2015-01-27,L2.3,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Lihua/Totallayer2-Lihua-lastversion/15127092.abf,2.0.0.0,30.0,0.0,1.0,10000.0,1.4648455000497052,-78.2959001875497,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
201,15127106.abf,2015-01-27,L2.3,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Lihua/Totallayer2-Lihua-lastversion/15127106.abf,2.0.0.0,30.0,0.0,1.0,10000.0,1.6723648413971972,-69.7998062476472,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
164,15224000.abf,2015-02-24,L5,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/15224000.abf,2.0.0.0,30.0,0.0,1.0,10000.0,0.061036825536589845,-74.68261885678659,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
165,15224059.abf,2015-02-24,L5,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/15224059.abf,2.0.0.0,30.0,0.0,1.0,10000.0,1.660157923242906,-74.8596208138679,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
166,15302001.abf,2015-03-02,L5,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/15302001.abf,2.0.0.0,30.0,0.0,1.0,10000.0,1.0070816624192958,-70.8801285374193,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
206,15312105.abf,2015-03-12,L2.3,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Lihua/Totallayer2-Lihua-lastversion/15312105.abf,2.0.0.0,30.0,0.0,1.0,10000.0,0.24414239974250052,-79.4006365403675,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
205,15312053.abf,2015-03-12,L2.3,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Lihua/Totallayer2-Lihua-lastversion/15312053.abf,2.0.0.0,30.0,0.0,1.0,10000.0,6.091310224428597,-72.9553238963036,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
204,15312031.abf,2015-03-12,L2.3,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Lihua/Totallayer2-Lihua-lastversion/15312031.abf,2.0.0.0,30.0,0.0,1.0,10000.0,3.6193865192217913,-78.45459159734679,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
207,15312132.abf,2015-03-12,L2.3,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Lihua/Totallayer2-Lihua-lastversion/15312132.abf,2.0.0.0,30.0,0.0,1.0,10000.0,6.011964332765288,-64.52026511401529,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
203,15312000.abf,2015-03-12,L2.3,Lihua,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Lihua/Totallayer2-Lihua-lastversion/15312000.abf,2.0.0.0,30.0,0.0,1.0,10000.0,1.7150895685063006,-75.0671403497563,[-400. -375. -350. ...  275.  300.  325.],0.0,0.6,0.66556,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Lihua/TotalL5-Lihua-Lastversion/14617300.abf,25000.0,0.0656,True
